BOARD 14_HM1,FANIN,Bias,DUT Run #,Kepler Run #,Stage,Stage,Stage,Bias,Current,Temp,RH,Online Flag,Offline Flag,Note
2,Bias Scan,Top,2145,19296,43,7,0,-500,0.7,-3.3,1,GOOD,,Do these after all other runs are done
2,Pedestal,Top,2146,-,43,7,0,-500,0.7,-3.3,1,GOOD,,
2,Calibration,Top,2147,-,43,7,0,-500,0.7,-3.3,1,GOOD,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2,Angle,Top,2148,19297,43,7,0,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2149,-,43,7,0,-300,0.7,-3.3,1,GOOD,,
2,Angle,Top,2150,19298,43,7,5,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2151,-,43,7,5,-300,0.7,-3.3,1,GOOD,,
2,Angle,Top,2152,19299,43,7,10,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2153,-,43,7,10,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2154,19300,43,7,20,-300,0.7,-3.3,1,BAD,not changed the measure type,
2,Angle,Top,2155,19301,43,7,20,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2156,-,43,7,20,-300,0.7,-3.3,1,GOOD,,
2,Angle,Top,2157,19302,43,7,-10,-300,0.7,-3.3,1,GOOD,,
2,Pedestal,Top,2158,-,43,7,-10,-300,0.7,-3.3,1,GOOD,,
