BOARD 13_HM1,FANIN,Bias,DUT Run #,Kepler Run #,Stage,Stage,Stage,Bias,Current,Temp,RH,Online Flag,Offline Flag,Note
2,Angle,Top,2079,19268,70,7,0,-300,0.6,-2.6,1.5,GOOD,,
2,Pedestal,Top,2080,,70,7,0,-300,0.6,-2.6,1.5,GOOD,,
2,Angle,Top,2081,19269,70,7,5,-300,0.6,-2.6,1.5,GOOD,,
2,Pedestal,Top,2082,,70,7,5,-300,0.6,-2.6,1.5,GOOD,,
2,Angle,Top,2083,19270,70,7,10,-300,0.6,-2.6,1.5,GOOD,,
2,Pedestal,Top,2084,,70,7,10,-300,0.6,-2.6,1.5,GOOD,,
2,Angle,Top,2085,19271,70,7,20,-300,0.6,-2.6,1.5,GOOD,,
2,Pedestal,Top,2086,,70,7,20,-300,0.6,-2.6,1.5,GOOD,,
2,Angle,Top,2087,19272,70,7,-10,-300,0.6,-2.6,1.5,GOOD,,
2,Pedestal,Top,2088,,70,7,-10,-300,0.6,-2.6,1.5,GOOD,,
